care_site_id,care_site_name,place_of_service_concept_id,location_id,care_site_source_value,place_of_service_source_value
264358,,8940,,305843140, 
264366,,8940,,764652800, 
264374,,8940,,881721041, 
264382,,8940,,354293776, 
264390,,8940,,604400406, 
264398,,8940,,656674844, 
264406,,8940,,342819078, 
264414,,8940,,694861402, 
264422,,8940,,130580402, 
264430,,8940,,000697167, 
264438,,8940,,727693957, 
264446,,8940,,630864265, 
264454,,8940,,111631752, 
264462,,8940,,364625304, 
264470,,8940,,311663291, 
264478,,8940,,118167997, 
264486,,8940,,357317892, 
264494,,8940,,251514396, 
264502,,8940,,804845663, 
264510,,8940,,312958512, 
264518,,8940,,534297197, 
264526,,8940,,706853430, 
264534,,8940,,587775060, 
264542,,8940,,080450633, 
264550,,8940,,679223023, 
264558,,8940,,924142029, 
264566,,8940,,108494626, 
264574,,8940,,924597947, 
264582,,8940,,845909808, 
264590,,8940,,672404348, 
264598,,8940,,505769167, 
264606,,8940,,989999885, 
264614,,8940,,696950718, 
264622,,8940,,159744764, 
264630,,8940,,072544458, 
264638,,8940,,712695219, 
264646,,8940,,298901461, 
264654,,8940,,813774585, 
264662,,8940,,845288283, 
264670,,8940,,335449623, 
264678,,8940,,398716943, 
264686,,8940,,307631979, 
264694,,8940,,380761751, 
264702,,8940,,807675866, 
264710,,8940,,579591314, 
264718,,8940,,317569963, 
264726,,8940,,933702825, 
264734,,8940,,580204962, 
264742,,8940,,712461255, 
264750,,8940,,191886084, 
264758,,8940,,991522642, 
264766,,8940,,824223915, 
264774,,8940,,419853236, 
264782,,8940,,827625539, 
264790,,8940,,832966285, 
264798,,8940,,590179727, 
264806,,8940,,973183100, 
264814,,8940,,081269675, 
264822,,8940,,439031550, 
264830,,8940,,879385930, 
264838,,8940,,849142612, 
264846,,8940,,457066158, 
264854,,8940,,334011391, 
264862,,8940,,350575090, 
264870,,8940,,462377730, 
264878,,8940,,724908034, 
264886,,8940,,190106177, 
264894,,8940,,183555022, 
264902,,8940,,884840122, 
264910,,8940,,636919335, 
264918,,8940,,137401594, 
264926,,8940,,846028398, 
264934,,8940,,764459742, 
264942,,8940,,088979627, 
264950,,8940,,455135979, 
264958,,8940,,355246780, 
264966,,8940,,507472163, 
264974,,8940,,076062349, 
264982,,8940,,347920132, 
264990,,8940,,413936976, 
264998,,8940,,528782322, 
265006,,8940,,857757513, 
265014,,8940,,110289975, 
265022,,8940,,839660816, 
265030,,8940,,129922179, 
265038,,8940,,817825985, 
265046,,8940,,614564168, 
265054,,8940,,986817606, 
265062,,8940,,272687804, 
265070,,8940,,669918734, 
265078,,8940,,815607265, 
265086,,8940,,530050687, 
265094,,8940,,459286425, 
265102,,8940,,403150096, 
265110,,8940,,152621723, 
265118,,8940,,285040351, 
265126,,8940,,727188685, 
265134,,8940,,718307154, 
265142,,8940,,992701153, 
265150,,8756,,0685RA,Outpatient Facility
265158,,8940,,735615139, 
265166,,8940,,304873368, 
265174,,8940,,013219815, 
265182,,8940,,564113336, 
265190,,8940,,334777747, 
265198,,8940,,071707986, 
265206,,8940,,883561598, 
265214,,8940,,477062243, 
265222,,8940,,049150418, 
265230,,8940,,100512810, 
265238,,8940,,683920643, 
265246,,8940,,851218272, 
265254,,8940,,422832648, 
265262,,8940,,362501510, 
265270,,8940,,390222095, 
265278,,8940,,241355529, 
265286,,8940,,102880792, 
265294,,8940,,358102036, 
265302,,8940,,769682678, 
265310,,8940,,354034451, 
265318,,8940,,723498401, 
265326,,8940,,263774798, 
265334,,8940,,827112803, 
265342,,8940,,601099819, 
265350,,8940,,329577944, 
265358,,8940,,749233149, 
265366,,8940,,179469544, 
265374,,8940,,979343904, 
265382,,8940,,263801687, 
265390,,8940,,105360568, 
265398,,8940,,129548893, 
265406,,8940,,484908199, 
265414,,8940,,548836780, 
265422,,8940,,659880190, 
265430,,8940,,908969235, 
265438,,8940,,873773529, 
265446,,8940,,333673852, 
265454,,8940,,593665257, 
265462,,8940,,608777166, 
265470,,8940,,407234326, 
265478,,8940,,760909732, 
265486,,8940,,097233551, 
265494,,8940,,299667949, 
265502,,8940,,568644957, 
265510,,8940,,826183419, 
265518,,8940,,932670389, 
265526,,8940,,982561166, 
265534,,8940,,725274324, 
265542,,8940,,300041808, 
265550,,8940,,390544808, 
265558,,8940,,892555395, 
265566,,8940,,661559037, 
265574,,8940,,910475098, 
265582,,8940,,593376013, 
265590,,8940,,557949275, 
265598,,8940,,788751422, 
265606,,8940,,090628234, 
265614,,8940,,167972466, 
265622,,8940,,374259783, 
265630,,8940,,240276599, 
265638,,8940,,624079434, 
265646,,8940,,700635681, 
265654,,8940,,567306916, 
265662,,8940,,190495299, 
265670,,8940,,822103554, 
265678,,8940,,460580595, 
265686,,8940,,348966335, 
265694,,8940,,169409877, 
265702,,8940,,889118815, 
265710,,8940,,456033694, 
265718,,8940,,786481723, 
265726,,8940,,227968176, 
265734,,8940,,613133886, 
265742,,8940,,895999392, 
265750,,8940,,203409597, 
265758,,8940,,941150026, 
265766,,8940,,690691327, 
265774,,8940,,356871916, 
265782,,8940,,811783042, 
265790,,8940,,158739403, 
265798,,8940,,054380812, 
265806,,8940,,942198143, 
265814,,8940,,115605592, 
265822,,8940,,307215517, 
265830,,8940,,159155392, 
265838,,8940,,625364107, 
265846,,8940,,351552829, 
265854,,8940,,778857836, 
265862,,8940,,451468344, 
265870,,8940,,953176697, 
265878,,8940,,893243363, 
265886,,8940,,014695253, 
265894,,8940,,398775089, 
265902,,8940,,538928056, 
265910,,8940,,268725739, 
265918,,8940,,527723504, 
265926,,8940,,440490638, 
265934,,8940,,226917846, 
265942,,8940,,496635076, 
265950,,8940,,729848852, 
265958,,8940,,646180904, 
265966,,8940,,573559787, 
265974,,8940,,729210292, 
265982,,8940,,468284105, 
265990,,8940,,975235279, 
265998,,8940,,088362114, 
266006,,8940,,406265817, 
266014,,8940,,376608129, 
266022,,8940,,116124297, 
266030,,8940,,809553199, 
266038,,8940,,374863087, 
266046,,8940,,755754892, 
266054,,8940,,465356679, 
266062,,8940,,482931329, 
266070,,8940,,114250296, 
266078,,8940,,198957445, 
266086,,8940,,803233927, 
266094,,8940,,214589892, 
266102,,8940,,912884463, 
266110,,8940,,532400033, 
266118,,8940,,418539172, 
266126,,8940,,626252582, 
266134,,8940,,632839279, 
266142,,8940,,504694371, 
266150,,8940,,192968015, 
266158,,8940,,204787628, 
266166,,8940,,666588240, 
266174,,8940,,467998598, 
266182,,8940,,632826881, 
266190,,8940,,673043819, 
266198,,8940,,721507297, 
266206,,8940,,965676064, 
266214,,8940,,381538249, 
266222,,8940,,573536487, 
266230,,8940,,332881556, 
266238,,8940,,836979328, 
266246,,8940,,483697943, 
266254,,8940,,652988813, 
266262,,8940,,643394089, 
266270,,8940,,523857801, 
266278,,8940,,971093005, 
266286,,8940,,468930088, 
266294,,8940,,202065756, 
266302,,8940,,602176043, 
266310,,8940,,053272098, 
266318,,8940,,948481392, 
266326,,8940,,232569499, 
266334,,8940,,730821528, 
266342,,8940,,519479907, 
266350,,8940,,103381350, 
266358,,8940,,197976461, 
266366,,8940,,219416316, 
266374,,8940,,741107324, 
266382,,8940,,392780459, 
266390,,8940,,294518756, 
266398,,8940,,513157730, 
266406,,8940,,436062867, 
266414,,8940,,804173062, 
266422,,8940,,215702467, 
266430,,8940,,835670745, 
266438,,8940,,055295530, 
266446,,8940,,533248502, 
266454,,8940,,152505923, 
266462,,8940,,906572724, 
266470,,8940,,142772464, 
266478,,8940,,184384839, 
266486,,8940,,634331304, 
266494,,8940,,749021319, 
266502,,8940,,467237846, 
266510,,8940,,456216292, 
266518,,8940,,810068595, 
266526,,8940,,420199528, 
266534,,8940,,747486164, 
266542,,8940,,134514802, 
266550,,8940,,616404406, 
266558,,8940,,492258870, 
266566,,8940,,007644210, 
266574,,8940,,679971055, 
266582,,8940,,386419704, 
266590,,8940,,073774912, 
266598,,8940,,499587519, 
266606,,8940,,122596833, 
266614,,8940,,477489391, 
266622,,8940,,235035144, 
266630,,8940,,116448235, 
266638,,8940,,596484491, 
266646,,8940,,911239749, 
266654,,8940,,890450888, 
266662,,8940,,975023506, 
266670,,8940,,137523398, 
266678,,8940,,523240501, 
266686,,8940,,418781533, 
266694,,8940,,951879300, 
266702,,8940,,912689182, 
266710,,8940,,398317002, 
266718,,8940,,840762500, 
266726,,8940,,865932728, 
266734,,8940,,220758309, 
266742,,8940,,587784530, 
266750,,8940,,183500327, 
266758,,8940,,274815762, 
266766,,8940,,693515873, 
266774,,8940,,340090385, 
266782,,8940,,543703140, 
266790,,8940,,152701269, 
266798,,8940,,648711203, 
266806,,8940,,171691242, 
266814,,8940,,682083124, 
266822,,8940,,699893674, 
266830,,8940,,669994699, 
266838,,8940,,208151680, 
266846,,8940,,301581750, 
266854,,8940,,739661279, 
266862,,8940,,831088858, 
266870,,8940,,122809791, 
266878,,8940,,805630246, 
266886,,8940,,348097224, 
266894,,8940,,519433905, 
266902,,8940,,750074214, 
266910,,8940,,047557447, 
266918,,8940,,598677842, 
266926,,8940,,137764074, 
266934,,8940,,341330257, 
266942,,8940,,757090287, 
266950,,8940,,449615900, 
266958,,8940,,004202008, 
266966,,8940,,052448275, 
266974,,8940,,124018259, 
266982,,8940,,678667111, 
266990,,8940,,675777312, 
266998,,8940,,025838128, 
267006,,8940,,766382148, 
267014,,8940,,010384906, 
267022,,8940,,109406314, 
267030,,8940,,186127526, 
267038,,8940,,819295422, 
267046,,8940,,522372734, 
267054,,8940,,105069632, 
267062,,8940,,255422332, 
267070,,8940,,254028696, 
267078,,8940,,081886538, 
267086,,8940,,553579781, 
267094,,8940,,849188691, 
267102,,8940,,271319765, 
267110,,8940,,353502739, 
267118,,8940,,398207605, 
267126,,8940,,759780206, 
267134,,8940,,394236554, 
267142,,8940,,612806234, 
267150,,8940,,234291771, 
267158,,8940,,890331035, 
267166,,8940,,544137728, 
267174,,8940,,926719110, 
267182,,8940,,031398023, 
267190,,8940,,996088634, 
267198,,8940,,813907953, 
267206,,8940,,439765364, 
267214,,8940,,858073394, 
267222,,8940,,000250510, 
267230,,8940,,206447938, 
267238,,8940,,612990532, 
267246,,8940,,742835419, 
267254,,8940,,361213526, 
267262,,8940,,087717869, 
267270,,8940,,811271257, 
267278,,8940,,017041187, 
267286,,8756,,3620JM,Outpatient Facility
267294,,8940,,518909764, 
267302,,8940,,000288964, 
267310,,8940,,549951324, 
267318,,8940,,096618329, 
267326,,8940,,728298696, 
267334,,8940,,825545696, 
267342,,8940,,618417710, 
267350,,8940,,383205017, 
267358,,8940,,808708325, 
267366,,8940,,330437303, 
267374,,8940,,062568238, 
267382,,8940,,929691015, 
267390,,8940,,699233891, 
267398,,8940,,351093601, 
267406,,8940,,654919192, 
267414,,8940,,469497795, 
267422,,8940,,770220452, 
267430,,8940,,517030980, 
267438,,8940,,267781935, 
267446,,8940,,283476614, 
267454,,8940,,394732068, 
267462,,8940,,575803804, 
267470,,8940,,097742936, 
267478,,8940,,967130159, 
267486,,8940,,289182273, 
267494,,8940,,305121944, 
267502,,8940,,105636714, 
267510,,8940,,677938759, 
267518,,8940,,161559080, 
267526,,8940,,249326708, 
267534,,8940,,132148226, 
267542,,8940,,766370460, 
267550,,8940,,374462715, 
267558,,8940,,963419017, 
267566,,8940,,038533874, 
267574,,8940,,885964632, 
267582,,8940,,214281936, 
267590,,8940,,595357452, 
267598,,8940,,092038140, 
267606,,8940,,200348856, 
267614,,8940,,086860428, 
267622,,8940,,427983094, 
267630,,8940,,466331207, 
267638,,8940,,431840491, 
267646,,8940,,959897911, 
267654,,8940,,966609336, 
267662,,8940,,685310992, 
267670,,8940,,609300743, 
267678,,8940,,917985925, 
267686,,8940,,514805994, 
267694,,8940,,982155883, 
267702,,8940,,594167757, 
267710,,8940,,776524676, 
267718,,8940,,657673366, 
267726,,8940,,735998233, 
267734,,8940,,922634263, 
267742,,8940,,955654058, 
267750,,8940,,627362561, 
267758,,8940,,157935455, 
267766,,8940,,529377829, 
267774,,8940,,236853006, 
267782,,8940,,036257076, 
267790,,8940,,842551505, 
267798,,8940,,365288852, 
267806,,8940,,127377989, 
267814,,8940,,073678199, 
267822,,8940,,734478612, 
267830,,8940,,666519751, 
267838,,8940,,909437276, 
267846,,8940,,472252773, 
267854,,8940,,047030458, 
267862,,8940,,684770461, 
267870,,8940,,079887686, 
267878,,8940,,235561770, 
267886,,8940,,372578293, 
267894,,8940,,128716041, 
267902,,8940,,762729286, 
267910,,8940,,720845779, 
267918,,8940,,727191244, 
267926,,8940,,301324616, 
267934,,8940,,677750564, 
267942,,8940,,800973273, 
267950,,8940,,649293888, 
267958,,8940,,582181385, 
267966,,8940,,162656451, 
267974,,8940,,357771786, 
267982,,8940,,896805326, 
267990,,8940,,716230631, 
267998,,8940,,847458126, 
268006,,8940,,869974101, 
268014,,8940,,942715648, 
268022,,8940,,889026319, 
268030,,8940,,484022000, 
268038,,8940,,523300416, 
268046,,8940,,414630085, 
268054,,8940,,662338777, 
268062,,8940,,632125733, 
268070,,8940,,528331819, 
268078,,8940,,747613738, 
268086,,8940,,156320478, 
268094,,8940,,900182628, 
268102,,8940,,958192067, 
268110,,8940,,611435169, 
268118,,8940,,729080638, 
268126,,8940,,729250624, 
268134,,8940,,397325109, 
268142,,8940,,717066583, 
268150,,8940,,882255585, 
268158,,8940,,284541038, 
268166,,8940,,252334564, 
268174,,8940,,138302321, 
268182,,8940,,620318943, 
268190,,8940,,166006106, 
268198,,8940,,826236645, 
268206,,8940,,573238498, 
268214,,8940,,861819473, 
268222,,8940,,119781678, 
268230,,8940,,897346240, 
268238,,8940,,020939263, 
268246,,8940,,849923082, 
268254,,8940,,326756242, 
268262,,8940,,500985850, 
268270,,8940,,027752628, 
268278,,8940,,038199599, 
268286,,8940,,347529076, 
268294,,8940,,257632670, 
268302,,8940,,369693872, 
268310,,8940,,752572808, 
268318,,8940,,649966298, 
268326,,8940,,473359687, 
268334,,8940,,663141057, 
268342,,8940,,174691324, 
268350,,8940,,634010789, 
268358,,8940,,117453848, 
268366,,8940,,721956833, 
268374,,8940,,571527062, 
268382,,8940,,673139240, 
268390,,8940,,983992116, 
268398,,8940,,074582586, 
268406,,8940,,608499511, 
268414,,8940,,060743632, 
268422,,8940,,910089198, 
268430,,8940,,604143545, 
268438,,8940,,871866480, 
268446,,8940,,788545717, 
268454,,8940,,742932484, 
268462,,8940,,778794171, 
268470,,8940,,817870589, 
268478,,8940,,833707284, 
268486,,8940,,504650212, 
268494,,8940,,960938676, 
268502,,8940,,475493178, 
268510,,8940,,134873936, 
268518,,8940,,257959894, 
268526,,8940,,071737879, 
268534,,8940,,903413941, 
268542,,8940,,505732350, 
268550,,8940,,286994912, 
268558,,8940,,744336142, 
268566,,8940,,612576749, 
268574,,8940,,769576093, 
268582,,8940,,791184946, 
268590,,8940,,170370640, 
268598,,8940,,382932956, 
268606,,8940,,776934812, 
268614,,8940,,001466986, 
268622,,8940,,389993721, 
268630,,8940,,334098992, 
268638,,8940,,174831666, 
268646,,8940,,595964918, 
268654,,8940,,829967584, 
268662,,8940,,500746581, 
268670,,8940,,001656279, 
268678,,8940,,469519116, 
268686,,8940,,462296814, 
268694,,8940,,943172201, 
268702,,8940,,818884969, 
268710,,8940,,901010215, 
268718,,8940,,500832817, 
268726,,8940,,041223921, 
268734,,8940,,057973259, 
268742,,8940,,331520864, 
268750,,8940,,212796999, 
268758,,8940,,663582845, 
268766,,8940,,907043683, 
268774,,8940,,025612653, 
268782,,8940,,400117711, 
268790,,8940,,736940641, 
268798,,8940,,193902691, 
268806,,8940,,581424920, 
268814,,8940,,600105554, 
268822,,8940,,639345860, 
268830,,8940,,505728048, 
268838,,8940,,755750855, 
268846,,8940,,839476853, 
268854,,8940,,958833974, 
268862,,8940,,470466634, 
268870,,8940,,888829410, 
268878,,8940,,838000070, 
268886,,8940,,418093642, 
268894,,8940,,978552105, 
268902,,8940,,890113644, 
268910,,8940,,555129816, 
268918,,8940,,340607962, 
268926,,8940,,500823992, 
268934,,8940,,544728863, 
268942,,8940,,075965268, 
268950,,8940,,342169812, 
268958,,8940,,666360083, 
268966,,8940,,204960427, 
268974,,8940,,148664337, 
268982,,8940,,072657931, 
268990,,8940,,275341980, 
268998,,8940,,236975194, 
269006,,8940,,411664272, 
269014,,8940,,755884222, 
269022,,8940,,687667606, 
269030,,8940,,950795416, 
269038,,8940,,806802067, 
269046,,8940,,441101431, 
269054,,8940,,294267816, 
269062,,8940,,444700617, 
269070,,8940,,464006873, 
269078,,8940,,697896198, 
269086,,8940,,395556234, 
269094,,8940,,412692948, 
269102,,8940,,478544030, 
269110,,8940,,023450537, 
269118,,8940,,778426098, 
269126,,8940,,298757862, 
269134,,8940,,513522204, 
269142,,8940,,640085224, 
269150,,8940,,448776611, 
269158,,8940,,469898630, 
269166,,8940,,187383167, 
269174,,8940,,152651637, 
269182,,8940,,030049517, 
269190,,8940,,915503636, 
269198,,8940,,919817799, 
269206,,8940,,115252265, 
269214,,8940,,090878727, 
269222,,8940,,305649061, 
269230,,8940,,777494018, 
269238,,8940,,591308189, 
269246,,8940,,576459896, 
269254,,8940,,762345820, 
269262,,8940,,197258892, 
269270,,8940,,407216887, 
269278,,8940,,220690438, 
269286,,8940,,589628597, 
269294,,8940,,889659980, 
269302,,8940,,102734698, 
269310,,8940,,583845281, 
269318,,8940,,162222499, 
269326,,8940,,706516652, 
269334,,8940,,371625092, 
269342,,8940,,371505026, 
269350,,8940,,414050442, 
269358,,8940,,031233039, 
269366,,8940,,983432397, 
269374,,8940,,231189908, 
269382,,8940,,082685107, 
269390,,8940,,840880213, 
269398,,8940,,405732617, 
269406,,8940,,390987390, 
269414,,8940,,764170164, 
269422,,8940,,364216751, 
269430,,8940,,891119054, 
269438,,8940,,077122129, 
269446,,8940,,303373286, 
269454,,8940,,312456786, 
269462,,8940,,533562604, 
269470,,8940,,261562257, 
269478,,8940,,021636011, 
269486,,8940,,135290392, 
269494,,8940,,697138159, 
269502,,8940,,576541362, 
269510,,8940,,059513984, 
269518,,8940,,909517865, 
269526,,8940,,207319062, 
269534,,8940,,923010183, 
269542,,8940,,908841974, 
269550,,8940,,236986454, 
269558,,8940,,408528523, 
269566,,8940,,316399996, 
269574,,8940,,308126610, 
269582,,8940,,776284957, 
269590,,8940,,621374092, 
269598,,8940,,619683323, 
269606,,8940,,183129553, 
269614,,8940,,805954331, 
269622,,8940,,556504215, 
269630,,8940,,453962567, 
269638,,8940,,807183872, 
269646,,8940,,291132727, 
269654,,8940,,229479344, 
269662,,8940,,982071411, 
269670,,8940,,399385202, 
269678,,8940,,687371688, 
269686,,8940,,008521523, 
269694,,8940,,165889833, 
269702,,8940,,357900325, 
269710,,8940,,738477697, 
269718,,8940,,587325682, 
269726,,8940,,949439462, 
269734,,8940,,319555815, 
269742,,8940,,869696445, 
269750,,8940,,664518364, 
269758,,8940,,947265892, 
269766,,8940,,897331398, 
269774,,8940,,436436291, 
269782,,8940,,723145268, 
269790,,8940,,430234831, 
269798,,8940,,671876934, 
269806,,8940,,542972605, 
269814,,8940,,479490636, 
269822,,8940,,781261121, 
269830,,8940,,174658473, 
269838,,8940,,827161336, 
269846,,8940,,935826355, 
269854,,8940,,026263300, 
269862,,8940,,979514253, 
269870,,8940,,810494556, 
269878,,8940,,993383926, 
269886,,8940,,739276731, 
269894,,8940,,579352081, 
269902,,8940,,746038755, 
269910,,8940,,787245439, 
269918,,8940,,368162038, 
269926,,8940,,096842921, 
269934,,8940,,263930869, 
269942,,8940,,951859747, 
269950,,8940,,451727378, 
269958,,8940,,976946806, 
269966,,8940,,062741257, 
269974,,8940,,462198060, 
269982,,8940,,762404272, 
269990,,8940,,383052226, 
269998,,8940,,153804206, 
270006,,8940,,450705630, 
270014,,8940,,761570400, 
270022,,8940,,714667982, 
270030,,8940,,610660335, 
270038,,8940,,252680437, 
270046,,8940,,490886898, 
270054,,8940,,020018913, 
270062,,8940,,560276236, 
270070,,8940,,054066442, 
270078,,8940,,652153156, 
270086,,8940,,470977456, 
270094,,8940,,022378277, 
270102,,8940,,656113960, 
270110,,8940,,014662080, 
270118,,8940,,118070749, 
270126,,8940,,755890568, 
270134,,8940,,243405153, 
270142,,8940,,106774738, 
270150,,8940,,238169781, 
270158,,8940,,385904675, 
270166,,8940,,623095761, 
270174,,8940,,565896876, 
270182,,8940,,759770073, 
270190,,8940,,485650675, 
270198,,8940,,079657328, 
270206,,8940,,098884853, 
270214,,8940,,458918155, 
270222,,8940,,407474191, 
270230,,8940,,198406092, 
270238,,8940,,661154202, 
270246,,8940,,189288011, 
270254,,8940,,159412670, 
270262,,8940,,128250872, 
270270,,8940,,829488721, 
270278,,8940,,779851351, 
270286,,8940,,108923322, 
270294,,8940,,890997208, 
270302,,8940,,429285130, 
270310,,8940,,215798362, 
270318,,8940,,067264815, 
270326,,8940,,727760633, 
270334,,8940,,159456967, 
270342,,8940,,180734315, 
270350,,8940,,133285762, 
270358,,8940,,753233387, 
270366,,8940,,384456023, 
270374,,8940,,642326504, 
270382,,8940,,905579485, 
270390,,8940,,725793587, 
270398,,8940,,766783603, 
270406,,8940,,327741529, 
270414,,8940,,138183048, 
270422,,8940,,184182793, 
270430,,8940,,390098294, 
270438,,8940,,605005673, 
270446,,8940,,515008223, 
270454,,8940,,631586557, 
270462,,8940,,167033990, 
270470,,8940,,890007477, 
270478,,8940,,961635325, 
270486,,8940,,260678613, 
270494,,8940,,381436921, 
270502,,8940,,991643694, 
270510,,8940,,703248929, 
270518,,8940,,938751680, 
270526,,8940,,932603665, 
270534,,8940,,953983943, 
270542,,8940,,442826149, 
270550,,8940,,087099238, 
270558,,8940,,463625689, 
270566,,8940,,092157378, 
270574,,8940,,320469338, 
270582,,8940,,439426212, 
270590,,8940,,419371117, 
270598,,8940,,194523008, 
270606,,8940,,647355816, 
270614,,8940,,317338095, 
270622,,8940,,861850834, 
270630,,8940,,315110420, 
270638,,8940,,173939710, 
270646,,8940,,172979265, 
270654,,8940,,681952731, 
270662,,8940,,418008816, 
270670,,8940,,317292187, 
270678,,8940,,090010613, 
270686,,8940,,802575451, 
270694,,8940,,497269651, 
270702,,8940,,354064084, 
270710,,8940,,890164211, 
270718,,8940,,069844097, 
270726,,8940,,645736938, 
270734,,8940,,377632032, 
270742,,8940,,743931766, 
270750,,8940,,633536751, 
270758,,8940,,083487889, 
270766,,8940,,419990872, 
270774,,8940,,566664020, 
270782,,8940,,559708186, 
270790,,8940,,713217263, 
270798,,8940,,498677366, 
270806,,8940,,080219869, 
270814,,8940,,888302776, 
270822,,8940,,711844178, 
270830,,8940,,811438156, 
270838,,8940,,556027437, 
270846,,8940,,268045939, 
270854,,8940,,086427025, 
270862,,8940,,445810330, 
270870,,8940,,748238344, 
270878,,8940,,374190281, 
270886,,8940,,915927812, 
270894,,8940,,756758719, 
270902,,8940,,754671094, 
270910,,8940,,797750158, 
270918,,8940,,245279945, 
270926,,8940,,684391429, 
270934,,8940,,405241952, 
270942,,8940,,670266887, 
270950,,8940,,781086406, 
270958,,8940,,596196997, 
270966,,8940,,722091919, 
270974,,8940,,615280994, 
270982,,8940,,194597741, 
270990,,8940,,061812368, 
270998,,8940,,251338338, 
271006,,8940,,734486866, 
271014,,8940,,351612258, 
271022,,8940,,628365515, 
271030,,8940,,859745686, 
271038,,8940,,549495198, 
271046,,8940,,688131582, 
271054,,8940,,476669060, 
271062,,8940,,051543216, 
271070,,8940,,257384180, 
271078,,8940,,265106113, 
271086,,8940,,149643301, 
271094,,8940,,213054635, 
271102,,8940,,096658118, 
271110,,8940,,668052898, 
271118,,8940,,741244857, 
271126,,8940,,357484401, 
271134,,8940,,481615259, 
271142,,8940,,375109469, 
271150,,8940,,417052628, 
271158,,8940,,022852372, 
271166,,8940,,920336726, 
271174,,8940,,685602659, 
271182,,8940,,476381334, 
271190,,8940,,552996607, 
271198,,8940,,401691831, 
271206,,8940,,454782500, 
271214,,8940,,850925803, 
271222,,8940,,366116694, 
271230,,8940,,118633099, 
271238,,8940,,506796479, 
271246,,8940,,588691365, 
271254,,8940,,393681583, 
271262,,8940,,426581253, 
271270,,8940,,266277776, 
271278,,8940,,024615930, 
271286,,8940,,532164376, 
271294,,8940,,051113728, 
271302,,8940,,885547400, 
271310,,8940,,592218107, 
271318,,8940,,229995459, 
271326,,8940,,843904320, 
271334,,8940,,644110457, 
271342,,8940,,239145232, 
271350,,8940,,520302995, 
271358,,8940,,968043253, 
271366,,8940,,156931916, 
271374,,8940,,811128081, 
271382,,8940,,188378258, 
271390,,8940,,520526903, 
271398,,8940,,415230660, 
271406,,8940,,887273233, 
271414,,8940,,206259978, 
271422,,8940,,713867908, 
271430,,8940,,924903081, 
271438,,8940,,381500827, 
271446,,8940,,309666542, 
271454,,8940,,011293110, 
271462,,8940,,408759017, 
271470,,8940,,408441067, 
271478,,8940,,853074420, 
271486,,8940,,646741289, 
271494,,8940,,221228786, 
271502,,8940,,656112926, 
271510,,8940,,605534415, 
271518,,8940,,080119574, 
271526,,8940,,807012587, 
271534,,8940,,617952553, 
271542,,8940,,607470372, 
271550,,8940,,079979378, 
271558,,8940,,340132552, 
271566,,8940,,532398422, 
271574,,8940,,426997560, 
271582,,8940,,387954220, 
271590,,8940,,669754736, 
271598,,8940,,846502875, 
271606,,8940,,195140610, 
271614,,8940,,162241741, 
271622,,8940,,278893448, 
271630,,8940,,495943978, 
271638,,8940,,850680207, 
271646,,8940,,505698456, 
271654,,8940,,743596051, 
271662,,8940,,140484162, 
271670,,8940,,177295595, 
271678,,8940,,686340124, 
271686,,8940,,675286123, 
271694,,8940,,908631307, 
271702,,8940,,153978546, 
271710,,8940,,093509529, 
271718,,8940,,737474853, 
271726,,8940,,137532135, 
271734,,8940,,261989974, 
271742,,8940,,439644892, 
271750,,8940,,665831718, 
271758,,8940,,101953225, 
271766,,8940,,530294067, 
271774,,8940,,078620984, 
271782,,8940,,535673464, 
271790,,8940,,304353053, 
271798,,8940,,719049128, 
271806,,8940,,341527430, 
271814,,8940,,595940079, 
271822,,8940,,151425262, 
271830,,8940,,108204207, 
271838,,8940,,474057539, 
271846,,8940,,100235665, 
271854,,8940,,478195953, 
271862,,8940,,418626759, 
271870,,8940,,721701934, 
271878,,8940,,201954472, 
271886,,8940,,219993655, 
271894,,8940,,715561156, 
271902,,8940,,742161523, 
271910,,8940,,047905418, 
271918,,8940,,574697912, 
271926,,8940,,549408087, 
271934,,8940,,262493467, 
271942,,8940,,217615629, 
271950,,8940,,950079964, 
271958,,8940,,393894954, 
271966,,8940,,071639842, 
271974,,8940,,264311160, 
271982,,8940,,491208911, 
271990,,8940,,449516158, 
271998,,8940,,823871992, 
272006,,8940,,975988386, 
272014,,8940,,653743861, 
272022,,8940,,400913034, 
272030,,8940,,636909688, 
272038,,8940,,571361968, 
272046,,8940,,542746889, 
272054,,8940,,268413494, 
272062,,8940,,797149067, 
272070,,8940,,549339595, 
272078,,8940,,485777888, 
272086,,8940,,843654947, 
272094,,8940,,056325041, 
272102,,8940,,663372500, 
272110,,8940,,406804933, 
272118,,8940,,573260845, 
272126,,8940,,203639815, 
272134,,8940,,116374714, 
272142,,8940,,659615396, 
272150,,8940,,007548259, 
272158,,8940,,477710203, 
272166,,8940,,773091125, 
272174,,8940,,196155382, 
272182,,8940,,545705408, 
272190,,8940,,817512926, 
272198,,8940,,783113770, 
272206,,8940,,007827975, 
272214,,8940,,536098392, 
272222,,8940,,892558748, 
272230,,8940,,738459146, 
272238,,8940,,538000419, 
272246,,8940,,997240069, 
272254,,8940,,136428938, 
272262,,8940,,066373443, 
272270,,8940,,245595459, 
272278,,8940,,285864456, 
272286,,8940,,302017174, 
272294,,8940,,845336115, 
272302,,8940,,237565285, 
272310,,8940,,897197233, 
